Breaker Left,Breaker Right,Go First,Winner,Competition,City,Country,Year,Month,Day,Bracket Size,Bracket Stage,Remaining Contestants,Video Link,Battle Rounds,System,Number Judges,Judge 1,Judge 1 Vote,Judge 2,Judge 2 Vote,Judge 3,Judge 3 Vote,Judge 4,Judge 4 Vote,Judge 5,Judge 5 Vote,Judge 6,Judge 6 Vote,Judge 7,Judge 7 Vote,Tiebreaker J1,Tiebreaker J2,Tiebreaker J3,Tiebreaker J4,Tiebreaker J5,Tiebreaker J6,Tiebreaker J7,R1J1,R1J2,R1J3,R1J4,R1J5,R1J6,R1J7,R2J1,R2J2,R2J3,R2J4,R2J5,R2J6,R2J7,R3J1,R3J2,R3J3,R3J4,R3J5,R3J6,R3J7,R4J1,R4J2,R4J3,R4J4,R4J5,R4J6,R4J7,R5J1,R5J2,R5J3,R5J4,R5J5,R5J6,R5J7
Lil G,Thesis,Thesis,Thesis,Silverback Open Championships,Philadelphia,United States,2018,10,27,32,1,32,youtube.com/watch?v=9xulkwfsU6E,1,K.O.,7,Poe One,,Goku,,Storm,,Crazy Legs,,Narumi,,Skim,,Lil Cesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kazuki Rock,Dr. Hill,Dr. Hill,Kazuki Rock,Silverback Open Championships,Philadelphia,United States,2018,10,27,32,1,32,youtube.com/watch?v=qOMZFzzWkNs,1,K.O.,7,Poe One,,Goku,,Storm,,Crazy Legs,,Narumi,,Skim,,Lil Cesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kid Karam,Lil Kev,Lil Kev,Kid Karam,Silverback Open Championships,Philadelphia,United States,2018,10,27,32,1,32,youtube.com/watch?v=Xs9IE7GSUwI,1,K.O.,7,Poe One,,Goku,,Storm,,Crazy Legs,,Narumi,,Skim,,Lil Cesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beetle,Victor,Victor,Victor,Silverback Open Championships,Philadelphia,United States,2018,10,27,32,1,32,youtube.com/watch?v=BxsWhs7qOJ0,1,K.O.,7,Poe One,,Goku,,Storm,,Crazy Legs,,Narumi,,Skim,,Lil Cesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tata (USA),El Nino,Tata (USA),El Nino,Silverback Open Championships,Philadelphia,United States,2018,10,27,32,1,32,youtube.com/watch?v=w9CF7250jOE,1,K.O.,7,Poe One,,Goku,,Storm,,Crazy Legs,,Narumi,,Skim,,Lil Cesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pocket,Kuzya,Kuzya,Kuzya,Silverback Open Championships,Philadelphia,United States,2018,10,27,32,1,32,youtube.com/watch?v=t6BRRA5Jz64,1,K.O.,7,Poe One,,Goku,,Storm,,Crazy Legs,,Narumi,,Skim,,Lil Cesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khalil,Bumblebee,Bumblebee,Khalil,Silverback Open Championships,Philadelphia,United States,2018,10,27,32,1,32,youtube.com/watch?v=2_VpgPO3tzY,1,K.O.,7,Poe One,,Goku,,Storm,,Crazy Legs,,Narumi,,Skim,,Lil Cesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WingZero,Menno,Menno,WingZero,Silverback Open Championships,Philadelphia,United States,2018,10,27,32,1,32,youtube.com/watch?v=JxjCmztqjtw,1,K.O.,7,Poe One,,Goku,,Storm,,Crazy Legs,,Narumi,,Skim,,Lil Cesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gravity,Vero,Vero,Gravity,Silverback Open Championships,Philadelphia,United States,2018,10,27,32,1,32,youtube.com/watch?v=BWrzzBQCLWw,1,K.O.,7,Poe One,,Goku,,Storm,,Crazy Legs,,Narumi,,Skim,,Lil Cesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heat Rock,Stripes,Stripes,Stripes,Silverback Open Championships,Philadelphia,United States,2018,10,27,32,1,32,youtube.com/watch?v=I-BJ7Vp4ywI,1,K.O.,7,Poe One,,Goku,,Storm,,Crazy Legs,,Narumi,,Skim,,Lil Cesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morris,Shigekix,Shigekix,Shigekix,Silverback Open Championships,Philadelphia,United States,2018,10,27,32,1,32,youtube.com/watch?v=W6BRy23yZBs,1,K.O.,7,Poe One,,Goku,,Storm,,Crazy Legs,,Narumi,,Skim,,Lil Cesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Icey Ives,Hong 10,Icey Ives,Hong 10,Silverback Open Championships,Philadelphia,United States,2018,10,27,32,1,32,youtube.com/watch?v=mWu28PU5HCw,1,K.O.,7,Poe One,,Goku,,Storm,,Crazy Legs,,Narumi,,Skim,,Lil Cesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wild Jerry,Zeku,Zeku,Wild Jerry,Silverback Open Championships,Philadelphia,United States,2018,10,27,32,1,32,youtube.com/watch?v=ySwx12toLCg,1,K.O.,7,Poe One,,Goku,,Storm,,Crazy Legs,,Narumi,,Skim,,Lil Cesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lussy Sky,Fleau,Fleau,Lussy Sky,Silverback Open Championships,Philadelphia,United States,2018,10,27,32,1,32,youtube.com/watch?v=Lh_dly08Gqw,1,K.O.,7,Poe One,,Goku,,Storm,,Crazy Legs,,Narumi,,Skim,,Lil Cesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Khalifa,Phil Wizard,Khalifa,Phil Wizard,Silverback Open Championships,Philadelphia,United States,2018,10,27,32,1,32,youtube.com/watch?v=xHSQP8DUAw8,1,K.O.,7,Poe One,,Goku,,Storm,,Crazy Legs,,Narumi,,Skim,,Lil Cesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quick,Issei,Quick,Issei,Silverback Open Championships,Philadelphia,United States,2018,10,27,32,1,32,youtube.com/watch?v=M17ldlVC8q4,1,K.O.,7,Poe One,,Goku,,Storm,,Crazy Legs,,Narumi,,Skim,,Lil Cesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilou,Logistx,Jilou,Logistx,Silverback Open Championships B-Girl,Philadelphia,United States,2018,10,27,16,4,2,youtube.com/watch?v=Hyw6bv9HVd4,3,K.O.,7,Poe One,,Goku,,Storm,,Crazy Legs,,Narumi,,Skim,,Lil Cesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilou,CC,CC,Jilou,Silverback Open Championships B-Girl,Philadelphia,United States,2018,10,27,16,3,4,youtube.com/watch?v=C1Dc1b-iIsM,2,K.O.,7,Poe One,,Goku,,Storm,,Crazy Legs,,Narumi,,Skim,,Lil Cesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logistx,Ami,Ami,Logistx,Silverback Open Championships B-Girl,Philadelphia,United States,2018,10,27,16,3,4,youtube.com/watch?v=OOJw_rMCGlQ,2,K.O.,7,Poe One,,Goku,,Storm,,Crazy Legs,,Narumi,,Skim,,Lil Cesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jilou,Vanessa,Vanessa,Jilou,Silverback Open Championships B-Girl,Philadelphia,United States,2018,10,27,16,2,8,youtube.com/watch?v=xm6oIU8UdoQ,2,K.O.,7,Poe One,,Goku,,Storm,,Crazy Legs,,Narumi,,Skim,,Lil Cesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC,Ayumi,Ayumi,CC,Silverback Open Championships B-Girl,Philadelphia,United States,2018,10,27,16,2,8,youtube.com/watch?v=Xyn7Lqi1wCU,2,K.O.,7,Poe One,,Goku,,Storm,,Crazy Legs,,Narumi,,Skim,,Lil Cesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logistx,Kate,Logistx,Logistx,Silverback Open Championships B-Girl,Philadelphia,United States,2018,10,27,16,2,8,youtube.com/watch?v=sHvPpxjQDpM,2,K.O.,7,Poe One,,Goku,,Storm,,Crazy Legs,,Narumi,,Skim,,Lil Cesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kami,Ami,Ami,Ami,Silverback Open Championships B-Girl,Philadelphia,United States,2018,10,27,16,2,8,youtube.com/watch?v=uKmWap6Jgkk,2,K.O.,7,Poe One,,Goku,,Storm,,Crazy Legs,,Narumi,,Skim,,Lil Cesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pep-C,Jilou,Pep-C,Jilou,Silverback Open Championships B-Girl,Philadelphia,United States,2018,10,27,16,1,16,youtube.com/watch?v=o0aQIJ_83nI,1,K.O.,7,Poe One,,Goku,,Storm,,Crazy Legs,,Narumi,,Skim,,Lil Cesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanessa,Macca,Vanessa,Vanessa,Silverback Open Championships B-Girl,Philadelphia,United States,2018,10,27,16,1,16,youtube.com/watch?v=aGfe6fchY1M,1,K.O.,7,Poe One,,Goku,,Storm,,Crazy Legs,,Narumi,,Skim,,Lil Cesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CC,Luma,Luma,CC,Silverback Open Championships B-Girl,Philadelphia,United States,2018,10,27,16,1,16,youtube.com/watch?v=ReLW9CJ4lts,1,K.O.,7,Poe One,,Goku,,Storm,,Crazy Legs,,Narumi,,Skim,,Lil Cesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genesis,Ayumi,Genesis,Ayumi,Silverback Open Championships B-Girl,Philadelphia,United States,2018,10,27,16,1,16,youtube.com/watch?v=9ZHauwNDLM8,1,K.O.,7,Poe One,,Goku,,Storm,,Crazy Legs,,Narumi,,Skim,,Lil Cesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logistx,Sarah Bee,Logistx,Logistx,Silverback Open Championships B-Girl,Philadelphia,United States,2018,10,27,16,1,16,youtube.com/watch?v=XcSPqXzMxBU,1,K.O.,7,Poe One,,Goku,,Storm,,Crazy Legs,,Narumi,,Skim,,Lil Cesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunny,Kate,Kate,Kate,Silverback Open Championships B-Girl,Philadelphia,United States,2018,10,27,16,1,16,youtube.com/watch?v=cQ3qi4EBzBs,1,K.O.,7,Poe One,,Goku,,Storm,,Crazy Legs,,Narumi,,Skim,,Lil Cesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paulina,Kami,Paulina,Kami,Silverback Open Championships B-Girl,Philadelphia,United States,2018,10,27,16,1,16,youtube.com/watch?v=Hl-6ONxySJY,1,K.O.,7,Poe One,,Goku,,Storm,,Crazy Legs,,Narumi,,Skim,,Lil Cesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pauline,Ami,Pauline,Ami,Silverback Open Championships B-Girl,Philadelphia,United States,2018,10,27,16,1,16,youtube.com/watch?v=GDU4-76IbVs,1,K.O.,7,Poe One,,Goku,,Storm,,Crazy Legs,,Narumi,,Skim,,Lil Cesar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lil Zoo,Luigi,Luigi,Lil Zoo,Red Bull BC One World BBoy Finals,Zurich,Switzerland,2018,9,29,16,4,2,youtube.com/watch?v=XkqFeIQ-e98,3,Traditional,5,Tuff Kid,Lil Zoo,Junior,Lil Zoo,Benny Kimoto,Lil Zoo,Wicket,,Taisuke,Luigi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor,Lil Zoo,Lil Zoo,Lil Zoo,Red Bull BC One World BBoy Finals,Zurich,Switzerland,2018,9,29,16,3,4,youtube.com/watch?v=ws8ipOc_2hY,3,Traditional,5,Tuff Kid,Lil Zoo,Junior,Lil Zoo,Benny Kimoto,Lil Zoo,Wicket,Lil Zoo,Taisuke,Victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luigi,Dr. Hill,Dr. Hill,Luigi,Red Bull BC One World BBoy Finals,Zurich,Switzerland,2018,9,29,16,3,4,youtube.com/watch?v=CCq67gNRKTw,3,Traditional,5,Tuff Kid,Dr. Hill,Junior,Luigi,Benny Kimoto,Dr. Hill,Wicket,Luigi,Taisuke,Luigi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzee Rock,Victor,Uzee Rock,Victor,Red Bull BC One World BBoy Finals,Zurich,Switzerland,2018,9,29,16,2,8,youtube.com/watch?v=2Ui_xim3XXc,3,Traditional,5,Tuff Kid,Uzee Rock,Junior,Victor,Benny Kimoto,Victor,Wicket,Victor,Taisuke,Victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lil Kev,Lil Zoo,Lil Zoo,Lil Zoo,Red Bull BC One World BBoy Finals,Zurich,Switzerland,2018,9,29,16,2,8,youtube.com/watch?v=Ow8cbsVCGoE,3,Traditional,5,Tuff Kid,Lil Zoo,Junior,Lil Kev,Benny Kimoto,Lil Zoo,Wicket,Lil Zoo,Taisuke,Lil Zoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luigi,The Wolfer,Luigi,Luigi,Red Bull BC One World BBoy Finals,Zurich,Switzerland,2018,9,29,16,2,8,youtube.com/watch?v=je265bdPIEU,3,Traditional,5,Tuff Kid,Luigi,Junior,Luigi,Benny Kimoto,The Wolfer,Wicket,The Wolfer,Taisuke,Luigi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dr. Hill,Issei,Issei,Dr. Hill,Red Bull BC One World BBoy Finals,Zurich,Switzerland,2018,9,29,16,2,8,youtube.com/watch?v=g2M6lxqsIvM,3,Traditional,5,Tuff Kid,Dr. Hill,Junior,Issei,Benny Kimoto,Dr. Hill,Wicket,Issei,Taisuke,Dr. Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzee Rock,Chey,Uzee Rock,Uzee Rock,Red Bull BC One World BBoy Finals,Zurich,Switzerland,2018,9,29,16,1,16,youtube.com/watch?v=ILuhYlZOqcE,3,Traditional,5,Tuff Kid,Uzee Rock,Junior,Uzee Rock,Benny Kimoto,Uzee Rock,Wicket,Uzee Rock,Taisuke,Uzee Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leony,Victor,Victor,Victor,Red Bull BC One World BBoy Finals,Zurich,Switzerland,2018,9,29,16,1,16,youtube.com/watch?v=JwaxirDpmOA,3,Traditional,5,Tuff Kid,Victor,Junior,Victor,Benny Kimoto,Victor,Wicket,Victor,Taisuke,Victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kid Colombia,Lil Kev,Kid Colombia,Lil Kev,Red Bull BC One World BBoy Finals,Zurich,Switzerland,2018,9,29,16,1,16,youtube.com/watch?v=wBYRyLAF1v8,3,Traditional,5,Tuff Kid,Kid Colombia,Junior,Lil Kev,Benny Kimoto,Lil Kev,Wicket,Lil Kev,Taisuke,Kid Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vero,Lil Zoo,Lil Zoo,Lil Zoo,Red Bull BC One World BBoy Finals,Zurich,Switzerland,2018,9,29,16,1,16,youtube.com/watch?v=y_T6mP97gmE,3,Traditional,5,Tuff Kid,Lil Zoo,Junior,Lil Zoo,Benny Kimoto,Lil Zoo,Wicket,Lil Zoo,Taisuke,Vero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luigi,Sunni,Sunni,Luigi,Red Bull BC One World BBoy Finals,Zurich,Switzerland,2018,9,29,16,1,16,youtube.com/watch?v=aPCmlKU9H70,3,Traditional,5,Tuff Kid,Sunni,Junior,Luigi,Benny Kimoto,Sunni,Wicket,Luigi,Taisuke,Luigi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nori,The Wolfer,Nori,The Wolfer,Red Bull BC One World BBoy Finals,Zurich,Switzerland,2018,9,29,16,1,16,youtube.com/watch?v=l2Sb3KlMn3c,3,Traditional,5,Tuff Kid,Nori,Junior,The Wolfer,Benny Kimoto,The Wolfer,Wicket,The Wolfer,Taisuke,Nori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dr. Hill,Cri6,Cri6,Dr. Hill,Red Bull BC One World BBoy Finals,Zurich,Switzerland,2018,9,29,16,1,16,youtube.com/watch?v=axnY0XitBIo,3,Traditional,5,Tuff Kid,Dr. Hill,Junior,Dr. Hill,Benny Kimoto,Dr. Hill,Wicket,Dr. Hill,Taisuke,Cri6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Luka,Issei,Issei,Issei,Red Bull BC One World BBoy Finals,Zurich,Switzerland,2018,9,29,16,1,16,youtube.com/watch?v=j_LtCCX-4Yc,3,Traditional,5,Tuff Kid,Issei,Junior,Issei,Benny Kimoto,Issei,Wicket,Issei,Taisuke,Issei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ami,San Andrea,San Andrea,Ami,Red Bull BC One World B-Girl Finals,Zurich,Switzerland,2018,9,29,16,4,2,youtube.com/watch?v=GmoCdid5P2E,3,Traditional,5,Tuff Kid,San Andrea,Junior,Ami,Benny Kimoto,Ami,Wicket,Ami,Taisuke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narumi,Ami,Ami,Ami,Red Bull BC One World B-Girl Finals,Zurich,Switzerland,2018,9,29,16,3,4,youtube.com/watch?v=e2ajxb-zyEk,2,Traditional,5,Tuff Kid,Ami,Junior,Ami,Benny Kimoto,Ami,Wicket,Ami,Taisuke,Ami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayumi,San Andrea,San Andrea,San Andrea,Red Bull BC One World B-Girl Finals,Zurich,Switzerland,2018,9,29,16,3,4,youtu.be/N3jwdh-6Bi0?t=4825,2,Traditional,5,Tuff Kid,San Andrea,Junior,San Andrea,Benny Kimoto,San Andrea,Wicket,Ayumi,Taisuke,Ayumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Narumi,Sunny,Sunny,Narumi,Red Bull BC One World B-Girl Finals,Zurich,Switzerland,2018,9,27,16,2,8,youtube.com/watch?v=S8GJnHl5zCM,2,Traditional,5,Wing? Benny Kimoto?,Narumi,Taisuke,Narumi,Junior,Narumi,Wicket,Narumi,Tuff Kid,Sunny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kate,Ami,Kate,Ami,Red Bull BC One World B-Girl Finals,Zurich,Switzerland,2018,9,27,16,2,8,youtube.com/watch?v=DTLNE1aLSDc,2,Traditional,5,Wing? Benny Kimoto?,,Taisuke,Ami,Junior,Ami,Wicket,Kate,Tuff Kid,Ami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sarah Bee,Ayumi,Ayumi,Ayumi,Red Bull BC One World B-Girl Finals,Zurich,Switzerland,2018,9,27,16,2,8,youtube.com/watch?v=4LOLSR269tY,2,Traditional,5,Wing? Benny Kimoto?,,Taisuke,Ayumi,Junior,Ayumi,Wicket,Sarah Bee,Tuff Kid,Ayumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Andrea,Roxy,San Andrea,San Andrea,Red Bull BC One World B-Girl Finals,Zurich,Switzerland,2018,9,27,16,2,8,youtube.com/watch?v=NdEIoVm2iTY,2,Traditional,5,Wing? Benny Kimoto?,San Andrea,Taisuke,San Andrea,Junior,San Andrea,Wicket,Roxy,Tuff Kid,San Andrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sayora,Narumi,Sayora,Narumi,Red Bull BC One World B-Girl Finals,Zurich,Switzerland,2018,9,27,16,1,16,youtube.com/watch?v=Wm2-EkdRTk0,2,Traditional,5,Wing? Benny Kimoto?,,Taisuke,Narumi,Junior,Narumi,Wicket,Narumi,Tuff Kid,Narumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paulina,Sunny,Paulina,Sunny,Red Bull BC One World B-Girl Finals,Zurich,Switzerland,2018,9,27,16,1,16,youtube.com/watch?v=MxkwhALI3qM,2,Traditional,5,Wing? Benny Kimoto?,,Taisuke,Sunny,Junior,Sunny,Wicket,Sunny,Tuff Kid,Sunny,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mini Japa,Kate,Kate,Kate,Red Bull BC One World B-Girl Finals,Zurich,Switzerland,2018,9,27,16,1,16,youtube.com/watch?v=MNDKOVlx0Yg,2,Traditional,5,Wing? Benny Kimoto?,,Taisuke,Kate,Junior,Kate,Wicket,Kate,Tuff Kid,Kate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kastet,Ami,Kastet,Ami,Red Bull BC One World B-Girl Finals,Zurich,Switzerland,2018,9,27,16,1,16,youtube.com/watch?v=CBQcqjgUDLg,2,Traditional,5,Wing? Benny Kimoto?,,Taisuke,Ami,Junior,Ami,Wicket,Ami,Tuff Kid,Kastet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Primary Soul,Sarah Bee,Primary Soul,Sarah Bee,Red Bull BC One World B-Girl Finals,Zurich,Switzerland,2018,9,27,16,1,16,youtube.com/watch?v=Gjby2UueOFM,2,Traditional,5,Wing? Benny Kimoto?,Sarah Bee,Taisuke,Sarah Bee,Junior,Sarah Bee,Wicket,Sarah Bee,Tuff Kid,Sarah Bee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ayumi,JK47,Ayumi,Ayumi,Red Bull BC One World B-Girl Finals,Zurich,Switzerland,2018,9,27,16,1,16,youtube.com/watch?v=bIAHSFQMU1s,2,Traditional,5,Wing? Benny Kimoto?,Ayumi,Taisuke,Ayumi,Junior,Ayumi,Wicket,Ayumi,Tuff Kid,Ayumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AT,San Andrea,San Andrea,San Andrea,Red Bull BC One World B-Girl Finals,Zurich,Switzerland,2018,9,27,16,1,16,youtube.com/watch?v=iuM1UlvDjeU,2,Traditional,5,Wing? Benny Kimoto?,San Andrea,Taisuke,San Andrea,Junior,San Andrea,Wicket,San Andrea,Tuff Kid,San Andrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roxy,Mess,Mess,Roxy,Red Bull BC One World B-Girl Finals,Zurich,Switzerland,2018,9,27,16,1,16,youtube.com/watch?v=ktEIl2mn4qg,2,Traditional,5,Wing? Benny Kimoto?,,Taisuke,,Junior,,Wicket,,Tuff Kid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Wolfer,Tirock,Tirock,The Wolfer,Red Bull BC One Last Chance Cypher,Zurich,Switzerland,2018,9,27,16,4,2,youtube.com/watch?v=tbVK3dmVeQY,3,Traditional,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Wolfer,Bart,Bart,The Wolfer,Red Bull BC One Last Chance Cypher,Zurich,Switzerland,2018,9,27,16,3,4,youtube.com/watch?v=MiJv0SzhWbA,2,Traditional,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shigekix,Tirock,Tirock,Tirock,Red Bull BC One Last Chance Cypher,Zurich,Switzerland,2018,9,27,16,3,4,youtube.com/watch?v=ZxyKZIwAhEI,2,Traditional,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Wolfer,Mowgly,Mowgly,The Wolfer,Red Bull BC One Last Chance Cypher,Zurich,Switzerland,2018,9,27,16,2,8,youtube.com/watch?v=eZHuQMIz3uQ,2,Traditional,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bart,Bullet from Space,Bart,Bart,Red Bull BC One Last Chance Cypher,Zurich,Switzerland,2018,9,27,16,2,8,youtube.com/watch?v=SouMf49AxZA,2,Traditional,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shigekix,Leon,Shigekix,Shigekix,Red Bull BC One Last Chance Cypher,Zurich,Switzerland,2018,9,27,16,2,8,youtube.com/watch?v=Ht5-4TEpsRs,2,Traditional,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Icey Ives,Tirock,Tirock,Tirock,Red Bull BC One Last Chance Cypher,Zurich,Switzerland,2018,9,27,16,2,8,youtube.com/watch?v=002ePBVk8k8,2,Traditional,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quick,The Wolfer,Quick,The Wolfer,Red Bull BC One Last Chance Cypher,Zurich,Switzerland,2018,9,27,16,1,16,youtube.com/watch?v=oLb0ED83tVs,2,Traditional,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mowgly,Phil Wizard,Mowgly,Mowgly,Red Bull BC One Last Chance Cypher,Zurich,Switzerland,2018,9,27,16,1,16,youtube.com/watch?v=bbCP2xzVqwM,2,Traditional,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killa Kolya,Bart,Killa Kolya,Bart,Red Bull BC One Last Chance Cypher,Zurich,Switzerland,2018,9,27,16,1,16,youtube.com/watch?v=piSCExJBa5E,2,Traditional,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ztimpy,Bullet from Space,Bullet from Space,Bullet from Space,Red Bull BC One Last Chance Cypher,Zurich,Switzerland,2018,9,27,16,1,16,youtube.com/watch?v=QbUYeia6u_8,2,Traditional,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onel,Shigekix,Shigekix,Shigekix,Red Bull BC One Last Chance Cypher,Zurich,Switzerland,2018,9,27,16,1,16,youtube.com/watch?v=iqw_MzDywtc,2,Traditional,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kostek,Leon,Kostek,Leon,Red Bull BC One Last Chance Cypher,Zurich,Switzerland,2018,9,27,16,1,16,youtube.com/watch?v=dn_RvtciXzI,2,Traditional,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
